## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	17069463	15469	15476	Neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	15896	15903	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	15936	15943	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	16401	16408	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	16625	16632	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	16720	16727	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	16736	16748	interneurons	cl	CL:0000099	interneuron (,)
true_positive	17069463	17418	17429	glial cells	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	17069463	17912	17916	cell	cl	CL:0000000	cell (,)
true_positive	17069463	18563	18570	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	19255	19259	cell	cl	CL:0000000	cell (,)
true_positive	17069463	21184	21191	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	22862	22869	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	27726	27733	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	28149	28156	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	28938	28944	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	29124	29130	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	29335	29342	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	30062	30068	Neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	30854	30860	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	32972	32979	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	33903	33910	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	34011	34015	cell	cl	CL:0000000	cell (,)
true_positive	17069463	35140	35160	dopaminergic neurons	cl	CL:0000700	dopaminergic neuron (,)
true_positive	17069463	36495	36502	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	39280	39287	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	17069463	40421	40425	cell	cl	CL:0000000	cell (,)
true_positive	17069463	45541	45552	glial cells	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	17069463	45673	45678	cells	cl	CL:0000000	cell (,)
true_positive	17069463	47777	47781	cell	cl	CL:0000000	cell (,)
true_positive	17069463	2259	2263	Cell	cl	CL:0000000	cell (,)
true_positive	17069463	4202	4206	cell	cl	CL:0000000	cell (,)
true_positive	17069463	6575	6579	cell	cl	CL:0000000	cell (,)
true_positive	17069463	39924	39928	cell	cl	CL:0000000	cell (,)
true_positive	17069463	40156	40160	cell	cl	CL:0000000	cell (,)
true_positive	17078885	417	427	stem cells	cl	CL:0000034	stem cell (,)
true_positive	17078885	1543	1553	stem cells	cl	CL:0000034	stem cell (,)
false_positive	17078885	1780	1796	mesenchymal cell	cl	CL:0000134	mesenchymal cell (,)
true_positive	17078885	1937	1955	smooth muscle cell	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	4601	4605	cell	cl	CL:0000000	cell (,)
true_positive	17078885	13322	13327	cells	cl	CL:0000000	cell (,)
true_positive	17078885	15941	15946	cells	cl	CL:0000000	cell (,)
true_positive	17078885	17029	17047	smooth muscle cell	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	18890	18895	cells	cl	CL:0000000	cell (,)
true_positive	17078885	19034	19039	cells	cl	CL:0000000	cell (,)
true_positive	17078885	19064	19069	cells	cl	CL:0000000	cell (,)
true_positive	17078885	19686	19691	cells	cl	CL:0000000	cell (,)
true_positive	17078885	20795	20800	cells	cl	CL:0000000	cell (,)
true_positive	17078885	22660	22665	cells	cl	CL:0000000	cell (,)
true_positive	17078885	24889	24893	cell	cl	CL:0000000	cell (,)
true_positive	17078885	26182	26186	cell	cl	CL:0000000	cell (,)
true_positive	17078885	26265	26270	cells	cl	CL:0000000	cell (,)
true_positive	17078885	26305	26324	smooth muscle cells	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	26480	26485	cells	cl	CL:0000000	cell (,)
true_positive	17078885	26536	26540	cell	cl	CL:0000000	cell (,)
true_positive	17078885	26582	26587	cells	cl	CL:0000000	cell (,)
true_positive	17078885	26663	26682	smooth muscle cells	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	26799	26818	smooth muscle cells	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	26954	26959	cells	cl	CL:0000000	cell (,)
false_positive	17078885	27858	27874	mesenchymal cell	cl	CL:0000134	mesenchymal cell (,)
true_positive	17078885	28605	28610	cells	cl	CL:0000000	cell (,)
true_positive	17078885	29210	29215	cells	cl	CL:0000000	cell (,)
true_positive	17078885	29897	29915	smooth muscle cell	cl	CL:0000192	smooth muscle cell (,non-striated muscle cell)
true_positive	17078885	30148	30152	cell	cl	CL:0000000	cell (,)
true_positive	17078885	32148	32152	Cell	cl	CL:0000000	cell (,)
true_positive	17078885	32185	32189	Cell	cl	CL:0000000	cell (,)
true_positive	17078885	1252	1256	cell	cl	CL:0000000	cell (,)
true_positive	17083276	40971	40976	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	41539	41544	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	77	82	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	1176	1186	stem cells	cl	CL:0000034	stem cell (,)
true_positive	17083276	1381	1386	cells	cl	CL:0000000	cell (,)
true_positive	17083276	1587	1598	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17083276	1610	1615	cells	cl	CL:0000000	cell (,)
true_positive	17083276	1757	1762	cells	cl	CL:0000000	cell (,)
true_positive	17083276	1940	1950	stem cells	cl	CL:0000034	stem cell (,)
true_positive	17083276	2336	2340	cell	cl	CL:0000000	cell (,)
true_positive	17083276	2794	2804	stem cells	cl	CL:0000034	stem cell (,)
true_positive	17083276	3154	3163	stem cell	cl	CL:0000034	stem cell (,)
true_positive	17083276	3757	3767	stem cells	cl	CL:0000034	stem cell (,)
true_positive	17083276	5351	5356	cells	cl	CL:0000000	cell (,)
true_positive	17083276	5500	5505	cells	cl	CL:0000000	cell (,)
true_positive	17083276	5626	5631	cells	cl	CL:0000000	cell (,)
true_positive	17083276	5780	5785	cells	cl	CL:0000000	cell (,)
true_positive	17083276	5826	5831	cells	cl	CL:0000000	cell (,)
true_positive	17083276	6552	6557	cells	cl	CL:0000000	cell (,)
true_positive	17083276	6589	6594	cells	cl	CL:0000000	cell (,)
true_positive	17083276	7082	7086	cell	cl	CL:0000000	cell (,)
true_positive	17083276	7494	7499	cells	cl	CL:0000000	cell (,)
true_positive	17083276	9433	9437	cell	cl	CL:0000000	cell (,)
true_positive	17083276	9534	9539	cells	cl	CL:0000000	cell (,)
true_positive	17083276	9585	9589	cell	cl	CL:0000000	cell (,)
true_positive	17083276	9669	9674	cells	cl	CL:0000000	cell (,)
true_positive	17083276	9797	9802	cells	cl	CL:0000000	cell (,)
true_positive	17083276	9891	9896	cells	cl	CL:0000000	cell (,)
true_positive	17083276	9939	9944	cells	cl	CL:0000000	cell (,)
true_positive	17083276	10210	10215	cells	cl	CL:0000000	cell (,)
true_positive	17083276	10383	10394	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17083276	10504	10508	cell	cl	CL:0000000	cell (,)
true_positive	17083276	10662	10667	cells	cl	CL:0000000	cell (,)
true_positive	17083276	10801	10806	cells	cl	CL:0000000	cell (,)
true_positive	17083276	10858	10863	cells	cl	CL:0000000	cell (,)
true_positive	17083276	11341	11346	cells	cl	CL:0000000	cell (,)
true_positive	17083276	11699	11704	cells	cl	CL:0000000	cell (,)
true_positive	17083276	11821	11825	cell	cl	CL:0000000	cell (,)
true_positive	17083276	11987	11992	cells	cl	CL:0000000	cell (,)
true_positive	17083276	12199	12203	cell	cl	CL:0000000	cell (,)
true_positive	17083276	12299	12304	cells	cl	CL:0000000	cell (,)
true_positive	17083276	12416	12421	cells	cl	CL:0000000	cell (,)
true_positive	17083276	12610	12615	cells	cl	CL:0000000	cell (,)
true_positive	17083276	12725	12729	cell	cl	CL:0000000	cell (,)
true_positive	17083276	13405	13410	cells	cl	CL:0000000	cell (,)
true_positive	17083276	13716	13721	cells	cl	CL:0000000	cell (,)
true_positive	17083276	14104	14109	cells	cl	CL:0000000	cell (,)
true_positive	17083276	14274	14279	cells	cl	CL:0000000	cell (,)
true_positive	17083276	14886	14891	cells	cl	CL:0000000	cell (,)
true_positive	17083276	15084	15089	cells	cl	CL:0000000	cell (,)
true_positive	17083276	15396	15401	cells	cl	CL:0000000	cell (,)
true_positive	17083276	15714	15719	cells	cl	CL:0000000	cell (,)
true_positive	17083276	15985	15990	cells	cl	CL:0000000	cell (,)
true_positive	17083276	16018	16022	cell	cl	CL:0000000	cell (,)
true_positive	17083276	16082	16086	cell	cl	CL:0000000	cell (,)
true_positive	17083276	16138	16143	cells	cl	CL:0000000	cell (,)
true_positive	17083276	16314	16319	cells	cl	CL:0000000	cell (,)
true_positive	17083276	16366	16370	cell	cl	CL:0000000	cell (,)
true_positive	17083276	17489	17494	cells	cl	CL:0000000	cell (,)
true_positive	17083276	17570	17575	cells	cl	CL:0000000	cell (,)
true_positive	17083276	17762	17767	cells	cl	CL:0000000	cell (,)
true_positive	17083276	17940	17945	cells	cl	CL:0000000	cell (,)
true_positive	17083276	18180	18185	cells	cl	CL:0000000	cell (,)
true_positive	17083276	18418	18423	cells	cl	CL:0000000	cell (,)
true_positive	17083276	18592	18596	cell	cl	CL:0000000	cell (,)
true_positive	17083276	18692	18696	cell	cl	CL:0000000	cell (,)
true_positive	17083276	18884	18889	cells	cl	CL:0000000	cell (,)
true_positive	17083276	18929	18934	cells	cl	CL:0000000	cell (,)
true_positive	17083276	19150	19154	cell	cl	CL:0000000	cell (,)
true_positive	17083276	19283	19287	cell	cl	CL:0000000	cell (,)
true_positive	17083276	19301	19305	cell	cl	CL:0000000	cell (,)
true_positive	17083276	19488	19493	cells	cl	CL:0000000	cell (,)
true_positive	17083276	19715	19720	cells	cl	CL:0000000	cell (,)
true_positive	17083276	19731	19735	cell	cl	CL:0000000	cell (,)
true_positive	17083276	19799	19804	cells	cl	CL:0000000	cell (,)
true_positive	17083276	19842	19847	cells	cl	CL:0000000	cell (,)
true_positive	17083276	19891	19896	cells	cl	CL:0000000	cell (,)
true_positive	17083276	20034	20039	cells	cl	CL:0000000	cell (,)
true_positive	17083276	20296	20301	cells	cl	CL:0000000	cell (,)
true_positive	17083276	20404	20409	cells	cl	CL:0000000	cell (,)
true_positive	17083276	20517	20522	cells	cl	CL:0000000	cell (,)
true_positive	17083276	20873	20878	cells	cl	CL:0000000	cell (,)
true_positive	17083276	21183	21188	cells	cl	CL:0000000	cell (,)
true_positive	17083276	22482	22487	cells	cl	CL:0000000	cell (,)
true_positive	17083276	22877	22882	cells	cl	CL:0000000	cell (,)
true_positive	17083276	23584	23588	cell	cl	CL:0000000	cell (,)
true_positive	17083276	23935	23940	cells	cl	CL:0000000	cell (,)
true_positive	17083276	24113	24117	cell	cl	CL:0000000	cell (,)
true_positive	17083276	24487	24492	cells	cl	CL:0000000	cell (,)
true_positive	17083276	24810	24815	cells	cl	CL:0000000	cell (,)
true_positive	17083276	25153	25158	cells	cl	CL:0000000	cell (,)
true_positive	17083276	25208	25213	cells	cl	CL:0000000	cell (,)
true_positive	17083276	25377	25382	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26284	26289	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26324	26329	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26406	26411	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26594	26599	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26807	26812	cells	cl	CL:0000000	cell (,)
true_positive	17083276	26963	26968	cells	cl	CL:0000000	cell (,)
true_positive	17083276	27085	27090	cells	cl	CL:0000000	cell (,)
true_positive	17083276	27335	27340	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	27436	27440	Cell	cl	CL:0000000	cell (,)
true_positive	17083276	27457	27462	cells	cl	CL:0000000	cell (,)
true_positive	17083276	27528	27533	cells	cl	CL:0000000	cell (,)
true_positive	17083276	27585	27589	cell	cl	CL:0000000	cell (,)
true_positive	17083276	27667	27672	cells	cl	CL:0000000	cell (,)
true_positive	17083276	27799	27804	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	28096	28101	cells	cl	CL:0000000	cell (,)
true_positive	17083276	28635	28640	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	29381	29386	cells	cl	CL:0000000	cell (,)
true_positive	17083276	30265	30270	cells	cl	CL:0000000	cell (,)
true_positive	17083276	31700	31705	cells	cl	CL:0000000	cell (,)
true_positive	17083276	31829	31834	cells	cl	CL:0000000	cell (,)
true_positive	17083276	31975	31980	cells	cl	CL:0000000	cell (,)
true_positive	17083276	32486	32490	cell	cl	CL:0000000	cell (,)
true_positive	17083276	32518	32523	cells	cl	CL:0000000	cell (,)
true_positive	17083276	32683	32694	Fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	17083276	33338	33342	cell	cl	CL:0000000	cell (,)
true_positive	17083276	33431	33436	cells	cl	CL:0000000	cell (,)
true_positive	17083276	33944	33954	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17083276	33977	33981	cell	cl	CL:0000000	cell (,)
true_positive	17083276	580	584	cell	cl	CL:0000000	cell (,)
true_positive	17083276	836	840	cell	cl	CL:0000000	cell (,)
true_positive	17083276	887	891	cell	cl	CL:0000000	cell (,)
true_positive	17083276	1025	1029	cell	cl	CL:0000000	cell (,)
true_positive	17083276	6865	6869	cell	cl	CL:0000000	cell (,)
true_positive	17083276	6982	6986	cell	cl	CL:0000000	cell (,)
true_positive	17083276	7990	7994	cell	cl	CL:0000000	cell (,)
true_positive	17083276	8025	8029	cell	cl	CL:0000000	cell (,)
true_positive	17083276	8267	8271	cell	cl	CL:0000000	cell (,)
true_positive	17083276	8279	8283	cell	cl	CL:0000000	cell (,)
true_positive	17083276	8578	8582	cell	cl	CL:0000000	cell (,)
true_positive	17083276	8676	8680	cell	cl	CL:0000000	cell (,)
true_positive	17083276	9185	9189	cell	cl	CL:0000000	cell (,)
true_positive	17083276	23463	23467	cell	cl	CL:0000000	cell (,)
true_positive	17083276	23630	23634	cell	cl	CL:0000000	cell (,)
true_positive	17083276	23977	23981	cell	cl	CL:0000000	cell (,)
true_positive	17083276	34293	34298	cells	cl	CL:0000000	cell (,)
true_positive	17083276	34765	34770	cells	cl	CL:0000000	cell (,)
true_positive	17083276	35410	35415	cells	cl	CL:0000000	cell (,)
true_positive	17083276	43084	43089	cells	cl	CL:0000000	cell (,)
true_positive	17083276	42957	42962	cells	cl	CL:0000000	cell (,)
true_positive	17083276	42756	42761	cells	cl	CL:0000000	cell (,)
true_positive	17083276	42709	42714	cells	cl	CL:0000000	cell (,)
true_positive	17083276	42183	42188	cells	cl	CL:0000000	cell (,)
true_positive	17083276	41943	41948	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	41574	41579	cells	cl	CL:0000000	cell (,)
true_positive	17083276	41007	41012	cells	cl	CL:0000000	cell (,)
true_positive	17083276	40884	40889	cells	cl	CL:0000000	cell (,)
true_positive	17083276	40823	40828	cells	cl	CL:0000000	cell (,)
true_positive	17083276	40479	40484	cells	cl	CL:0000000	cell (,)
true_positive	17083276	40233	40238	cells	cl	CL:0000000	cell (,)
true_positive	17083276	39978	39983	cells	cl	CL:0000000	cell (,)
true_positive	17083276	39547	39552	cells	cl	CL:0000000	cell (,)
true_positive	17083276	39424	39429	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38910	38914	cell	cl	CL:0000000	cell (,)
true_positive	17083276	38883	38888	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38833	38838	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38776	38780	cell	cl	CL:0000000	cell (,)
true_positive	17083276	38619	38624	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38362	38367	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38179	38184	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38078	38083	cells	cl	CL:0000000	cell (,)
true_positive	17083276	38064	38069	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	37793	37798	cells	cl	CL:0000000	cell (,)
true_positive	17083276	37751	37756	cells	cl	CL:0000000	cell (,)
true_positive	17083276	37182	37187	cells	cl	CL:0000000	cell (,)
true_positive	17083276	37117	37122	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36971	36976	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36829	36834	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36706	36711	Cells	cl	CL:0000000	cell (,)
true_positive	17083276	36632	36636	cell	cl	CL:0000000	cell (,)
true_positive	17083276	36382	36387	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36363	36368	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36346	36351	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36328	36333	cells	cl	CL:0000000	cell (,)
true_positive	17083276	36309	36314	cells	cl	CL:0000000	cell (,)
true_positive	17083276	35490	35494	cell	cl	CL:0000000	cell (,)
true_positive	17194222	1792	1797	cells	cl	CL:0000000	cell (,)
true_positive	17194222	3458	3462	cell	cl	CL:0000000	cell (,)
true_positive	17194222	7707	7717	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17194222	7936	7946	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17194222	18646	18651	cells	cl	CL:0000000	cell (,)
true_positive	17194222	19462	19467	cells	cl	CL:0000000	cell (,)
true_positive	17194222	19808	19813	cells	cl	CL:0000000	cell (,)
true_positive	17194222	22360	22364	cell	cl	CL:0000000	cell (,)
true_positive	17194222	27083	27095	chondrocytes	cl	CL:0000138	chondrocyte (,)
true_positive	17194222	27125	27150	hypertrophic chondrocytes	cl	CL:0000743	hypertrophic chondrocyte (,)
true_positive	17194222	27194	27205	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	17194222	27977	27988	chondrocyte	cl	CL:0000138	chondrocyte (,)
true_positive	17194222	28837	28842	cells	cl	CL:0000000	cell (,)
true_positive	17194222	29508	29533	hypertrophic chondrocytes	cl	CL:0000743	hypertrophic chondrocyte (,)
true_positive	17194222	29812	29817	cells	cl	CL:0000000	cell (,)
true_positive	17194222	29983	29988	cells	cl	CL:0000000	cell (,)
true_positive	17194222	30036	30046	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	30217	30228	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	17194222	30255	30260	cells	cl	CL:0000000	cell (,)
true_positive	17194222	30800	30811	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	17194222	31585	31610	hypertrophic chondrocytes	cl	CL:0000743	hypertrophic chondrocyte (,)
true_positive	17194222	31644	31655	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	17194222	32496	32507	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	17194222	33130	33140	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	33311	33321	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	33467	33478	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	17194222	33674	33679	cells	cl	CL:0000000	cell (,)
true_positive	17194222	33793	33798	cells	cl	CL:0000000	cell (,)
true_positive	17194222	33866	33877	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	17194222	34061	34066	cells	cl	CL:0000000	cell (,)
true_positive	17194222	34171	34182	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	17194222	40684	40688	cell	cl	CL:0000000	cell (,)
true_positive	17194222	41613	41624	chondrocyte	cl	CL:0000138	chondrocyte (,)
true_positive	17194222	44626	44631	cells	cl	CL:0000000	cell (,)
true_positive	17194222	44971	44981	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	57230	57240	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17194222	62376	62387	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	17194222	63514	63519	cells	cl	CL:0000000	cell (,)
true_positive	17194222	64011	64021	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	17194222	64142	64147	cells	cl	CL:0000000	cell (,)
true_positive	17194222	64238	64249	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	17194222	34045	34055	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17194222	64126	64136	Fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	17194222	33399	33409	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	64578	64588	Osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17194222	64939	64949	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	17244351	29232	29236	cell	cl	CL:0000000	cell (,)
true_positive	17244351	23848	23865	regulatory T cell	cl	CL:0000815	regulatory T cell (,{regulatory T lymphocyte, regulatory T-lymphocyte, regulatory T-cell})
true_positive	17244351	4089	4094	cells	cl	CL:0000000	cell (,)
true_positive	17244351	4446	4457	blood cells	cl	CL:0000081	blood cell (,)
true_positive	17244351	16807	16817	lymphocyte	cl	CL:0000542	lymphocyte (,)
true_positive	17244351	16833	16839	T cell	cl	CL:0000084	T cell (,{T-lymphocyte, T-cell, T lymphocyte})
true_positive	17244351	20745	20755	lymphocyte	cl	CL:0000542	lymphocyte (,)
true_positive	17244351	20852	20862	lymphocyte	cl	CL:0000542	lymphocyte (,)
true_positive	17244351	22094	22104	lymphocyte	cl	CL:0000542	lymphocyte (,)
true_positive	17244351	22151	22162	lymphocytes	cl	CL:0000542	lymphocyte (,)
true_positive	17425782	34551	34555	cell	cl	CL:0000000	cell (,)
true_positive	17425782	1259	1271	stromal cell	cl	CL:0000499	stromal cell (,)
true_positive	17425782	2963	2973	glial cell	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	17425782	8453	8466	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	17425782	8552	8565	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	17425782	8632	8637	cells	cl	CL:0000000	cell (,)
true_positive	17425782	9089	9101	stromal cell	cl	CL:0000499	stromal cell (,)
true_positive	17425782	9124	9140	Epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	17425782	17400	17405	cells	cl	CL:0000000	cell (,)
true_positive	17425782	19844	19849	cells	cl	CL:0000000	cell (,)
true_positive	17425782	36047	36051	cell	cl	CL:0000000	cell (,)
true_positive	17425782	36660	36665	cells	cl	CL:0000000	cell (,)
true_positive	17425782	36693	36698	cells	cl	CL:0000000	cell (,)
true_positive	17447844	25465	25477	Sertoli cell	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	26296	26309	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	41398	41407	gonocytes	cl	CL:0000670	primordial germ cell (,)
true_positive	17447844	20904	20914	Germ Cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	195	204	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	1038	1048	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	1106	1111	cells	cl	CL:0000000	cell (,)
true_positive	17447844	1166	1171	cells	cl	CL:0000000	cell (,)
true_positive	17447844	2295	2309	male germ cell	cl	CL:0000015	male germ cell (,)
true_positive	17447844	2495	2505	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	2836	2841	cells	cl	CL:0000000	cell (,)
true_positive	17447844	3236	3241	cells	cl	CL:0000000	cell (,)
true_positive	17447844	3334	3341	gametes	cl	CL:0000300	gamete (,haploid nucleated cell)
true_positive	17447844	3354	3361	Gametes	cl	CL:0000300	gamete (,haploid nucleated cell)
true_positive	17447844	3479	3485	zygote	cl	CL:0000365	zygote (,)
true_positive	17447844	3527	3534	gametes	cl	CL:0000300	gamete (,haploid nucleated cell)
true_positive	17447844	3601	3608	gametes	cl	CL:0000300	gamete (,haploid nucleated cell)
true_positive	17447844	3879	3889	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	3988	3995	oocytes	cl	CL:0000023	oocyte (,)
true_positive	17447844	4283	4289	oocyte	cl	CL:0000023	oocyte (,)
true_positive	17447844	4374	4387	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	4605	4611	oocyte	cl	CL:0000023	oocyte (,)
true_positive	17447844	4664	4669	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	17447844	5276	5291	male germ cells	cl	CL:0000015	male germ cell (,)
true_positive	17447844	8192	8202	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	8207	8220	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	8931	8941	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	9252	9257	cells	cl	CL:0000000	cell (,)
true_positive	17447844	11305	11318	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	11718	11731	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	11759	11764	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	17447844	11797	11806	germ cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	11847	11857	spermatids	cl	CL:0000018	spermatid (,)
true_positive	17447844	11902	11907	cells	cl	CL:0000000	cell (,)
true_positive	17447844	11916	11929	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	11949	11954	cells	cl	CL:0000000	cell (,)
true_positive	17447844	11959	11971	Leydig cells	cl	CL:0000178	Leydig cell (,interstitial cell)
true_positive	17447844	12110	12123	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	12217	12230	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	12342	12355	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	13511	13516	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	17447844	13579	13584	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	17447844	13695	13708	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	14615	14619	cell	cl	CL:0000000	cell (,)
true_positive	17447844	14674	14679	cells	cl	CL:0000000	cell (,)
true_positive	17447844	14749	14753	cell	cl	CL:0000000	cell (,)
true_positive	17447844	16391	16401	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	16626	16636	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	16678	16688	germ cells	cl	CL:0000586	germ cell (,)
true_positive	17447844	16776	16786	spermatids	cl	CL:0000018	spermatid (,)
true_positive	17447844	16835	16840	cells	cl	CL:0000000	cell (,)
true_positive	17447844	16862	16871	spermatid	cl	CL:0000018	spermatid (,)
true_positive	17447844	17061	17074	Sertoli cells	cl	CL:0000216	Sertoli cell (,)
true_positive	17447844	17115	17136	primary spermatocytes	cl	CL:0000656	primary spermatocyte (,)
true_positive	17447844	17197	17202	cells	cl	CL:0000000	cell (,)
true_positive	17447844	17314	17323	Germ Cell	cl	CL:0000586	germ cell (,)
true_positive	17447844	17735	17748	spermatocytes	cl	CL:0000017	spermatocyte (,)
true_positive	17447844	17766	17771	cells	cl	CL:0000000	cell (,)
